P_prefix,amount,day,payee,payer,step
2452,25,5,big_short,H94,39
2477,25,5,big_long,H99,40
418,418,7,H6,H5,1
456,38,7,H11,H10,2
522,66,7,H16,H15,3
628,106,7,H21,H20,4
758,130,7,H26,H25,5
889,131,7,H31,H30,6
934,45,7,H36,H35,7
1093,159,7,H41,H40,8
1191,98,7,H46,H45,9
1494,303,7,H51,H50,10
1521,27,7,H56,H55,11
1818,297,7,H61,H60,12
1906,88,7,H66,H65,13
1992,86,7,H71,H70,14
2057,65,7,H76,H75,15
2181,124,7,H81,H80,16
2218,37,7,H86,H85,17
2343,125,7,H91,H90,18
2450,107,7,H96,H95,19
2603,153,7,H1,H100,20
2628,25,7,big_mid,H5,21
2653,25,7,big_short,H10,22
2678,25,7,big_long,H15,23
2703,25,7,big_mid,H20,24
2728,25,7,big_short,H25,25
2753,25,7,big_long,H30,26
2778,25,7,big_mid,H35,27
2803,25,7,big_short,H40,28
2828,25,7,big_long,H45,29
2853,25,7,big_mid,H50,30
2878,25,7,big_short,H55,31
2903,25,7,big_long,H60,32
2928,25,7,big_mid,H65,33
2953,25,7,big_short,H70,34
2978,25,7,big_long,H75,35
3003,25,7,big_mid,H80,36
3028,25,7,big_short,H85,37
3053,25,7,big_long,H90,38
3078,25,7,big_mid,H95,39
3103,25,7,big_short,H100,40
162,162,9,H2,H1,1
466,304,9,H7,H6,2
641,175,9,H12,H11,3
712,71,9,H17,H16,4
773,61,9,H22,H21,5
817,44,9,H27,H26,6
1048,231,9,H32,H31,7
1109,61,9,H37,H36,8
1131,22,9,H42,H41,9
1275,144,9,H47,H46,10
1328,53,9,H52,H51,11
1431,103,9,H57,H56,12
1563,132,9,H62,H61,13
1749,186,9,H67,H66,14
1844,95,9,H72,H71,15
1978,134,9,H77,H76,16
2158,180,9,H82,H81,17
2233,75,9,H87,H86,18
2241,8,9,H92,H91,19
2329,88,9,H97,H96,20
2354,25,9,big_short,H1,21
2379,25,9,big_long,H6,22
2404,25,9,big_mid,H11,23
2429,25,9,big_short,H16,24
2454,25,9,big_long,H21,25
2479,25,9,big_mid,H26,26
2504,25,9,big_short,H31,27
2529,25,9,big_long,H36,28
2554,25,9,big_mid,H41,29
2579,25,9,big_short,H46,30
2604,25,9,big_long,H51,31
2629,25,9,big_mid,H56,32
2654,25,9,big_short,H61,33
2679,25,9,big_long,H66,34
2704,25,9,big_mid,H71,35
2729,25,9,big_short,H76,36
2754,25,9,big_long,H81,37
2779,25,9,big_mid,H86,38
2804,25,9,big_short,H91,39
2829,25,9,big_long,H96,40
