P_prefix,amount,day,payee,payer,step
174,174,7,H11,H10,1
270,96,7,H21,H20,2
281,11,7,H31,H30,3
345,64,7,H41,H40,4
447,102,7,H51,H50,5
481,34,7,H61,H60,6
502,21,7,H71,H70,7
651,149,7,H81,H80,8
818,167,7,H91,H90,9
1114,296,7,H1,H100,10
1139,25,7,big_short,H10,11
1164,25,7,big_mid,H20,12
1189,25,7,big_long,H30,13
1214,25,7,big_short,H40,14
1239,25,7,big_mid,H50,15
1264,25,7,big_long,H60,16
1289,25,7,big_short,H70,17
1314,25,7,big_mid,H80,18
1339,25,7,big_long,H90,19
1364,25,7,big_short,H100,20
119,119,8,H4,H3,1
157,38,8,H14,H13,2
239,82,8,H24,H23,3
334,95,8,H34,H33,4
392,58,8,H44,H43,5
506,114,8,H54,H53,6
620,114,8,H64,H63,7
753,133,8,H74,H73,8
1032,279,8,H84,H83,9
1131,99,8,H94,H93,10
1156,25,8,big_long,H3,11
1181,25,8,big_short,H13,12
1206,25,8,big_mid,H23,13
1231,25,8,big_long,H33,14
1256,25,8,big_short,H43,15
1281,25,8,big_mid,H53,16
1306,25,8,big_long,H63,17
1331,25,8,big_short,H73,18
1356,25,8,big_mid,H83,19
1381,25,8,big_long,H93,20
54,54,9,H7,H6,1
127,73,9,H17,H16,2
259,132,9,H27,H26,3
262,3,9,H37,H36,4
291,29,9,H47,H46,5
454,163,9,H57,H56,6
646,192,9,H67,H66,7
705,59,9,H77,H76,8
909,204,9,H87,H86,9
940,31,9,H97,H96,10
965,25,9,big_long,H6,11
990,25,9,big_short,H16,12
1015,25,9,big_mid,H26,13
1040,25,9,big_long,H36,14
1065,25,9,big_short,H46,15
1090,25,9,big_mid,H56,16
1115,25,9,big_long,H66,17
1140,25,9,big_short,H76,18
1165,25,9,big_mid,H86,19
1190,25,9,big_long,H96,20
50,50,10,H10,H9,1
133,83,10,H20,H19,2
155,22,10,H30,H29,3
276,121,10,H40,H39,4
331,55,10,H50,H49,5
351,20,10,H60,H59,6
515,164,10,H70,H69,7
568,53,10,H80,H79,8
693,125,10,H90,H89,9
912,219,10,H100,H99,10
937,25,10,big_long,H9,11
962,25,10,big_short,H19,12
987,25,10,big_mid,H29,13
1012,25,10,big_long,H39,14
1037,25,10,big_short,H49,15
1062,25,10,big_mid,H59,16
1087,25,10,big_long,H69,17
1112,25,10,big_short,H79,18
1137,25,10,big_mid,H89,19
1162,25,10,big_long,H99,20
