kappa,concentration,mu,monotonicity,seed,face_value,outside_mid_ratio,big_entity_share,delta_passive,delta_active,trading_effect,trading_relief_ratio,phi_passive,phi_active,passive_run_id,passive_status,active_run_id,active_status,dealer_total_pnl,dealer_total_return,total_trades
0.5,0.2,0.25,0,68,20,1.0,0.25,0.7211147409827321821454763651,0.7211147409827321821454763651,0E-28,0,0.2788852590172678178545236349,0.2788852590172678178545236349,balanced_passive_be3df9af8a9b,completed,balanced_active_d68915b79bfe,completed,0.0,0.0,2
0.5,0.2,0.5,0,69,20,1.0,0.25,0.6680890785438058407787705027,0.6680890785438058407787705027,0E-28,0,0.3319109214561941592212294973,0.3319109214561941592212294973,balanced_passive_52dd540b0b36,completed,balanced_active_8b53f90c4dee,completed,0.0,0.0,2
0.5,0.2,0.75,0,70,20,1.0,0.25,0.6369940654797626191905047676,1,-0.3630059345202373808094952324,-0.5698733382183607243797759867,0.3630059345202373808094952324,0,balanced_passive_01fe15f8b539,completed,balanced_active_dd3790da12e0,completed,0.0,0.0,2
0.5,0.2,1,0,71,20,1.0,0.25,0.9666644442962864190946063071,0.9666644442962864190946063071,0E-28,0,0.03333555570371358090539369291,0.03333555570371358090539369291,balanced_passive_eeed27baaa20,completed,balanced_active_024f56303450,completed,0.0,0.0,2
0.5,0.5,0,0,72,20,1.0,0.25,0.9987998399786638218429123883,0.9987998399786638218429123883,0E-28,0,0.001200160021336178157087611682,0.001200160021336178157087611682,balanced_passive_49884c74548d,completed,balanced_active_bd3ce2026183,completed,0.0,0.0,2
0.5,0.5,0.25,0,73,20,1.0,0.25,0,0,0,0,1,1,balanced_passive_7654a6ac0f2a,completed,balanced_active_e3ca6166252f,completed,0.0,0.0,0
0.5,0.5,0.5,0,74,20,1.0,0.25,0.3309995332399813295992531840,0.3309995332399813295992531840,0E-28,0,0.6690004667600186704007468160,0.6690004667600186704007468160,balanced_passive_46ef6c5a2a51,completed,balanced_active_20769ae7e77d,completed,0.0,0.0,2
0.5,0.5,0.75,0,75,20,1.0,0.25,0.7234297906387518335778103747,0.7234297906387518335778103747,0E-28,0,0.2765702093612481664221896253,0.2765702093612481664221896253,balanced_passive_4ad2186e12db,completed,balanced_active_dc348c969fa3,completed,0.0,0.0,2
0.5,0.5,1,0,76,20,1.0,0.25,0.7924918316996732679869307195,0.8853770754150830166033206641,-0.0928852437154097486163899446,-0.1172065628944047118216238956,0.2075081683003267320130692805,0.1146229245849169833966793359,balanced_passive_36be1523f5b2,completed,balanced_active_299c011c320e,completed,0.0,0.0,2
0.5,1,0,0,77,20,1.0,0.25,0,0.1667000066680002667200106688,-0.1667000066680002667200106688,0,1,0.8332999933319997332799893312,balanced_passive_a80b7612dffc,completed,balanced_active_cfbdc182f4cc,completed,0.0,0.0,3
0.5,1,0.25,0,78,20,1.0,0.25,0.9525936791572209627950393386,1,-0.0474063208427790372049606614,-0.04976552110310072093511583955,0.04740632084277903720496066142,0,balanced_passive_5153c4765ef8,completed,balanced_active_809018e0a7a4,completed,0.0,0.0,2
0.5,1,0.5,0,79,20,1.0,0.25,0.8056815150706855161376367031,0.8056815150706855161376367031,0E-28,0,0.1943184849293144838623632969,0.1943184849293144838623632969,balanced_passive_dc56487d5b85,completed,balanced_active_5382ddfd84a2,completed,0.0,0.0,2
0.5,1,0.75,0,80,20,1.0,0.25,0.6827365473094618923784756951,0.8911115556444622257784890311,-0.2083750083350003334000133360,-0.3052055864830549858384607872,0.3172634526905381076215243049,0.1088884443555377742215109689,balanced_passive_6394a40c6e42,completed,balanced_active_588a2d9b15f7,completed,0.0,0.0,2
0.5,1,1,0,81,20,1.0,0.25,0.6860038674401546976061879042,0,0.6860038674401546976061879042,1,0.3139961325598453023938120958,1,balanced_passive_45e9e2c9b8d0,completed,balanced_active_cba9844a547f,completed,0.0,0.0,2
0.5,2,0,0,82,20,1.0,0.25,0,0.9537271636218162421656220829,-0.9537271636218162421656220829,0,1,0.04627283637818375783437791706,balanced_passive_f1d451fcd0c7,completed,balanced_active_05a66dfce12a,completed,0.0,0.0,2
0.5,2,0.25,0,83,20,1.0,0.25,0,0,0,0,1,1,balanced_passive_d2dc83f38433,completed,balanced_active_a759d07f6d1a,completed,0.0,0.0,2
0.5,2,0.5,0,84,20,1.0,0.25,0,0,0,0,1,1,balanced_passive_e57435e93f94,completed,balanced_active_63ba11c394de,completed,0.0,0.0,0
0.5,2,0.75,0,85,20,1.0,0.25,0.5306040805440725430057340979,0.1491532204293905854113881851,0.3814508601146819575943459128,0.7188992209097763257099773812,0.4693959194559274569942659021,0.8508467795706094145886118149,balanced_passive_c62d01398536,completed,balanced_active_82b62fda9d8d,completed,0.0,0.0,2
0.5,2,1,0,86,20,1.0,0.25,1,0,1,1,0,1,balanced_passive_33507caa0926,completed,balanced_active_04a2e2622399,completed,0.0,0.0,2
0.5,5,0,0,87,20,1.0,0.25,0,0,0,0,1,1,balanced_passive_bb22bdafb20f,completed,balanced_active_89ef98363abd,completed,0.0,0.0,0
0.5,5,0.25,0,88,20,1.0,0.25,0,0,0,0,1,1,balanced_passive_6d9595102f1e,completed,balanced_active_b148660c9c42,completed,0.0,0.0,0
0.5,5,0.5,0,89,20,1.0,0.25,0,0,0,0,1,1,balanced_passive_942305ad13fe,completed,balanced_active_070f34e07037,completed,0.0,0.0,0
0.5,5,0.75,0,90,20,1.0,0.25,0,0,0,0,1,1,balanced_passive_359713703bda,completed,balanced_active_58b5c6d4b52d,completed,0.0,0.0,0
0.5,5,1,0,91,20,1.0,0.25,0,0,0,0,1,1,balanced_passive_f11d9e431a63,completed,balanced_active_49b5176ba9da,completed,0.0,0.0,0
1,0.2,0,0,92,20,1.0,0.25,0.8282437658354447259634617949,0.8282437658354447259634617949,0E-28,0,0.1717562341645552740365382051,0.1717562341645552740365382051,balanced_passive_4afa54c07c12,completed,balanced_active_f8d9c321e14c,completed,0.0,0.0,5
1,0.2,0.25,0,93,20,1.0,0.25,0.8979197226296839578610481398,0.9665288705160688091745566075,-0.0686091478863848513135084677,-0.07640899977723323680106928035,0.1020802773703160421389518602,0.03347112948393119082544339245,balanced_passive_ed0f06cc47b7,completed,balanced_active_e630aa5811d2,completed,0.0,0.0,4
1,0.2,0.5,0,94,20,1.0,0.25,0.8246432857714361914921989599,0.8246432857714361914921989599,0E-28,0,0.1753567142285638085078010401,0.1753567142285638085078010401,balanced_passive_66c391a6f80e,completed,balanced_active_1a187e63be2c,completed,0.0,0.0,2
1,0.2,0.75,0,95,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_415918e6a51f,completed,balanced_active_a9b6ed92b260,completed,0.0,0.0,4
1,0.2,1,0,96,20,1.0,0.25,0.7427657020936124816642218963,1,-0.2572342979063875183357781037,-0.3463195691202872531418312387,0.2572342979063875183357781037,0,balanced_passive_12ab41fcb1da,completed,balanced_active_b214ca9e8bf9,completed,0.0,0.0,2
1,0.5,0,0,97,20,1.0,0.25,0.8209761301506867582344312575,0.8209761301506867582344312575,0E-28,0,0.1790238698493132417655687425,0.1790238698493132417655687425,balanced_passive_768d99ba6dae,completed,balanced_active_75bbe5b38758,completed,0.0,0.0,3
1,0.5,0.25,0,98,20,1.0,0.25,0.3635818109081210828110414722,1,-0.6364181890918789171889585278,-1.750412616908123968457729690,0.6364181890918789171889585278,0,balanced_passive_94e9f2412d0b,completed,balanced_active_998c8c4178a1,completed,0.0,0.0,5
1,0.5,0.5,0,99,20,1.0,0.25,0.9437258301106814241898919856,0.9437258301106814241898919856,0E-28,0,0.05627416988931857581010801440,0.05627416988931857581010801440,balanced_passive_5194bcb676d7,completed,balanced_active_dc22a3c03551,completed,0.0,0.0,4
1,0.5,0.75,0,100,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_eb4e4e38abf1,completed,balanced_active_f7905cefaf88,completed,0.0,0.0,4
1,0.5,1,0,101,20,1.0,0.25,1,0.7031406281256251250250050010,0.2968593718743748749749949990,0.2968593718743748749749949990,0,0.2968593718743748749749949990,balanced_passive_22a97a2a650d,completed,balanced_active_6b593a7fe5bc,completed,0.0,0.0,5
1,1,0,0,102,20,1.0,0.25,0.9616589984663599386543975462,0.9616589984663599386543975462,0E-28,0,0.03834100153364006134560245382,0.03834100153364006134560245382,balanced_passive_93b7e31f166f,completed,balanced_active_6fdefa6b4299,completed,0.0,0.0,4
1,1,0.25,0,103,20,1.0,0.25,0.4738631817575676756900920123,0.8972529670622749699959994666,-0.4233897853047072943059074543,-0.8934852961868580272970310960,0.5261368182424323243099079877,0.1027470329377250300040005334,balanced_passive_fe24c1a6c0a0,completed,balanced_active_feec1e2db475,completed,0.0,0.0,5
1,1,0.5,0,104,20,1.0,0.25,1,0.7304486965797719847989865991,0.2695513034202280152010134009,0.2695513034202280152010134009,0,0.2695513034202280152010134009,balanced_passive_141fb0ce321f,completed,balanced_active_6be00f5c8d53,completed,0.0,0.0,6
1,1,0.75,0,105,20,1.0,0.25,0.8441021537640861505634460225,0.9189837967593518703740748150,-0.0748816429952657198106287925,-0.08871158859309582115490955061,0.1558978462359138494365539775,0.08101620324064812962592518504,balanced_passive_954943028cac,completed,balanced_active_29bde5824086,completed,0.0,0.0,6
1,1,1,0,106,20,1.0,0.25,1,0.7297459491898379675935187037,0.2702540508101620324064812963,0.2702540508101620324064812963,0,0.2702540508101620324064812963,balanced_passive_0d08430e833a,completed,balanced_active_cfcb32ca475c,completed,0.0,0.0,5
1,2,0,0,107,20,1.0,0.25,0.6940925456727563675156687558,0.6940925456727563675156687558,0E-28,0,0.3059074543272436324843312442,0.3059074543272436324843312442,balanced_passive_68e7c7b1d544,completed,balanced_active_3b2968be945c,completed,0.0,0.0,4
1,2,0.25,0,108,20,1.0,0.25,1,0.7322797892911915716476628659,0.2677202107088084283523371341,0.2677202107088084283523371341,0,0.2677202107088084283523371341,balanced_passive_160dac8a2424,completed,balanced_active_31153b8af860,completed,0.0,0.0,6
1,2,0.5,0,109,20,1.0,0.25,0.8451793572476330177356980931,0.8118415788771836244832644353,0.0333377783704493932524336578,0.03944461975386557273587882610,0.1548206427523669822643019069,0.1881584211228163755167355647,balanced_passive_445f11084bcb,completed,balanced_active_e8cc9bec7bad,completed,0.0,0.0,6
1,2,0.75,0,110,20,1.0,0.25,1,0.7584850303394012135760485430,0.2415149696605987864239514570,0.2415149696605987864239514570,0,0.2415149696605987864239514570,balanced_passive_641b64bff55f,completed,balanced_active_2d060a08c1ac,completed,0.0,0.0,6
1,2,1,0,111,20,1.0,0.25,0.7360805494432219777288791092,0.8889777955591118223644728946,-0.1528972461158898446355937854,-0.2077180904067397409185614639,0.2639194505567780222711208908,0.1110222044408881776355271054,balanced_passive_77f169573936,completed,balanced_active_d804514e976b,completed,0.0,0.0,6
1,5,0,0,112,20,1.0,0.25,0,0.1000133351113481797573009735,-0.1000133351113481797573009735,0,1,0.8999866648886518202426990265,balanced_passive_dc6753d72e69,completed,balanced_active_9b0427581fb3,completed,0.0,0.0,5
1,5,0.25,0,113,20,1.0,0.25,1,0.8249099879983997866382184291,0.1750900120016002133617815709,0.1750900120016002133617815709,0,0.1750900120016002133617815709,balanced_passive_f5cc893ae7e6,completed,balanced_active_2d6c732353c7,completed,0.0,0.0,5
1,5,0.5,0,114,20,1.0,0.25,1,0.7793039071876250166688891852,0.2206960928123749833311108148,0.2206960928123749833311108148,0,0.2206960928123749833311108148,balanced_passive_8794e61ff05f,completed,balanced_active_eb32487cc950,completed,0.0,0.0,5
1,5,0.75,0,115,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_a6dea06cc5b3,completed,balanced_active_a32f9f34a03d,completed,0.0,0.0,6
1,5,1,0,116,20,1.0,0.25,1,0.7869049206560874783304440592,0.2130950793439125216695559408,0.2130950793439125216695559408,0,0.2130950793439125216695559408,balanced_passive_1393e47ab477,completed,balanced_active_f46c75bafae4,completed,0.0,0.0,6
2,0.2,0,0,117,20,1.0,0.25,0.9902647196105887844235513769,0.9902647196105887844235513769,0E-28,0,0.009735280389411215576448623058,0.009735280389411215576448623058,balanced_passive_29371ca9aa52,completed,balanced_active_3719aa1d0f38,completed,0.0,0.0,5
2,0.2,0.25,0,118,20,1.0,0.25,0.9666622216295506067475663422,0.9666622216295506067475663422,0E-28,0,0.03333777837044939325243365782,0.03333777837044939325243365782,balanced_passive_8dd5126e7bc8,completed,balanced_active_a0d9864e7fb6,completed,0.0,0.0,6
2,0.2,0.5,0,119,20,1.0,0.25,0.9203173968126958725078349003,0.8869773954790958191638327666,0.0333400013336000533440021337,0.03622663382118533545862918411,0.07968260318730412749216509969,0.1130226045209041808361672334,balanced_passive_f93257b138b9,completed,balanced_active_d605a80a97a7,completed,0.0,0.0,6
2,0.2,0.75,0,120,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_2128472a0d82,completed,balanced_active_5688f383060f,completed,0.0,0.0,2
2,0.2,1,0,121,20,1.0,0.25,0.9270520770820830832833233313,1,-0.0729479229179169167166766687,-0.07868805293821477378982953323,0.07294792291791691671667666867,0,balanced_passive_9292b2aec0fa,completed,balanced_active_00b6876ca7ce,completed,0.0,0.0,5
2,0.5,0,0,122,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_cf605379a6c8,completed,balanced_active_f9cc304863c4,completed,0.0,0.0,4
2,0.5,0.25,0,123,20,1.0,0.25,0.9383251100146686224829977330,0.9383251100146686224829977330,0E-28,0,0.06167488998533137751700226697,0.06167488998533137751700226697,balanced_passive_3deee3612203,completed,balanced_active_61649bd43dbc,completed,0.0,0.0,6
2,0.5,0.5,0,124,20,1.0,0.25,0.8949123157964926318597052744,0.8949123157964926318597052744,0E-28,0,0.1050876842035073681402947256,0.1050876842035073681402947256,balanced_passive_d6caa78c9463,completed,balanced_active_8e71d20b560f,completed,0.0,0.0,4
2,0.5,0.75,0,125,20,1.0,0.25,1,0.7246966262168289105214028537,0.2753033737831710894785971463,0.2753033737831710894785971463,0,0.2753033737831710894785971463,balanced_passive_a339fd01eb77,completed,balanced_active_114f7d4502cc,completed,0.0,0.0,6
2,0.5,1,0,126,20,1.0,0.25,1,0.8190425390052006934257901053,0.1809574609947993065742098947,0.1809574609947993065742098947,0,0.1809574609947993065742098947,balanced_passive_e6ee006aa79c,completed,balanced_active_9a760b0b4c61,completed,0.0,0.0,6
2,1,0,0,127,20,1.0,0.25,0.9809307907721029470596079477,0.9809307907721029470596079477,0E-28,0,0.01906920922789705294039205227,0.01906920922789705294039205227,balanced_passive_4daaf0e4fea1,completed,balanced_active_58d72c684210,completed,0.0,0.0,3
2,1,0.25,0,128,20,1.0,0.25,0.9433886777355471094218843769,0.9100486764019470560778822431,0.0333400013336000533440021338,0.03534068419564602770709640943,0.05661132226445289057811562312,0.08995132359805294392211775688,balanced_passive_b78c6169c74e,completed,balanced_active_43bcf2524504,completed,0.0,0.0,5
2,1,0.5,0,129,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_204ff84875fc,completed,balanced_active_217c39aa1a78,completed,0.0,0.0,6
2,1,0.75,0,130,20,1.0,0.25,0.9472596346179490598746499533,0.9139218562474996666222162955,0.0333377783704493932524336578,0.03519391849088477511086084323,0.05274036538205094012535004667,0.08607814375250033337778370449,balanced_passive_7b54b697d9c8,completed,balanced_active_2f32980ba2d6,completed,0.0,0.0,7
2,1,1,0,131,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_20433b6b2c33,completed,balanced_active_5ba59784f828,completed,0.0,0.0,6
2,2,0,0,132,20,1.0,0.25,1,0.8789757951590318063612722545,0.1210242048409681936387277455,0.1210242048409681936387277455,0,0.1210242048409681936387277455,balanced_passive_f835a495b700,completed,balanced_active_75266b4b8488,completed,0.0,0.0,5
2,2,0.25,0,133,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_f0b09a95acd0,completed,balanced_active_c7c62755ac20,completed,0.0,0.0,7
2,2,0.5,0,134,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_55c0d3db5304,completed,balanced_active_10bdddd26371,completed,0.0,0.0,6
2,2,0.75,0,135,20,1.0,0.25,1,0.7364806294592251783690071348,0.2635193705407748216309928652,0.2635193705407748216309928652,0,0.2635193705407748216309928652,balanced_passive_3999bb369463,completed,balanced_active_e2d63210d527,completed,0.0,0.0,7
2,2,1,0,136,20,1.0,0.25,1,0.8065613122624524904980996199,0.1934386877375475095019003801,0.1934386877375475095019003801,0,0.1934386877375475095019003801,balanced_passive_9a386dfe432f,completed,balanced_active_e4fd9a00b4f6,completed,0.0,0.0,6
2,5,0,0,137,20,1.0,0.25,0.8036404853980530737431657554,0.8036404853980530737431657554,0E-28,0,0.1963595146019469262568342446,0.1963595146019469262568342446,balanced_passive_ba5c4f4f6212,completed,balanced_active_422231f45895,completed,0.0,0.0,6
2,5,0.25,0,138,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_d06ff3be85a5,completed,balanced_active_35ffa79677de,completed,0.0,0.0,7
2,5,0.5,0,139,20,1.0,0.25,1,0.8203093745832777703693825843,0.1796906254167222296306174157,0.1796906254167222296306174157,0,0.1796906254167222296306174157,balanced_passive_f248e57916c4,completed,balanced_active_b1bc7ad90a36,completed,0.0,0.0,7
2,5,0.75,0,140,20,1.0,0.25,0.9184612307487165811054070271,0.8851256750450030002000133342,0.0333355557037135809053936929,0.03629500580720092915214866433,0.08153876925128341889459297286,0.1148743249549969997999866658,balanced_passive_78cba0fbe4d6,completed,balanced_active_d966e204d83f,completed,0.0,0.0,7
2,5,1,0,141,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_9de109880a18,completed,balanced_active_3bc1318319fb,completed,0.0,0.0,7
4,0.2,0,0,142,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_bed9b65a53f7,completed,balanced_active_5265839a2266,completed,0.0,0.0,5
4,0.2,0.25,0,143,20,1.0,0.25,0.9307907721029470596079477264,0.9656620882784371249499933324,-0.0348713161754900653420456060,-0.03746418338108882521489971338,0.06920922789705294039205227364,0.03433791172156287505000666756,balanced_passive_40dc7dcb82d2,completed,balanced_active_003bc752314e,completed,0.0,0.0,6
4,0.2,0.5,0,144,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_5c4e853b3ad0,completed,balanced_active_4fa3bc9d7bc1,completed,0.0,0.0,6
4,0.2,0.75,0,145,20,1.0,0.25,0.9333288885925728381892126142,0.9333288885925728381892126142,0E-28,0,0.06667111140742716181078738583,0.06667111140742716181078738583,balanced_passive_d3435ac4ae06,completed,balanced_active_0f89c8657297,completed,0.0,0.0,4
4,0.2,1,0,146,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_73aea9a38999,completed,balanced_active_0dca2e77acbb,completed,0.0,0.0,5
4,0.5,0,0,147,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_0da4be094ce7,completed,balanced_active_04e154fc5480,completed,0.0,0.0,6
4,0.5,0.25,0,148,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_49636886bb82,completed,balanced_active_163c75e1f38f,completed,0.0,0.0,7
4,0.5,0.5,0,149,20,1.0,0.25,0.9811962392478495699139827966,0.9811962392478495699139827966,0E-28,0,0.01880376075215043008601720344,0.01880376075215043008601720344,balanced_passive_68dfa07f20ac,completed,balanced_active_939d30d6274c,completed,0.0,0.0,6
4,0.5,0.75,0,150,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_9cc96df356b3,completed,balanced_active_57a1c0f389d2,completed,0.0,0.0,6
4,0.5,1,0,151,20,1.0,0.25,1,0.6686003867440154697606187904,0.3313996132559845302393812096,0.3313996132559845302393812096,0,0.3313996132559845302393812096,balanced_passive_15ac0846f630,completed,balanced_active_3f2ff04130bf,completed,0.0,0.0,6
4,1,0,0,152,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_f14369bf8137,completed,balanced_active_71ecb30b0704,completed,0.0,0.0,6
4,1,0.25,0,153,20,1.0,0.25,0.9336578210428057074276570209,0.9598613148419789305240698760,-0.0262034937991732230964128551,-0.02806541455402413768478183252,0.06634217895719429257234297906,0.04013868515802106947593012402,balanced_passive_729fc1d15fa9,completed,balanced_active_c89e4e9e3ee2,completed,0.0,0.0,7
4,1,0.5,0,154,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_c8d53a0ec1e6,completed,balanced_active_dbafe2da2c93,completed,0.0,0.0,7
4,1,0.75,0,155,20,1.0,0.25,1,0.8983728994398506268338223526,0.1016271005601493731661776474,0.1016271005601493731661776474,0,0.1016271005601493731661776474,balanced_passive_3a9fb615ea07,completed,balanced_active_217607e59aa5,completed,0.0,0.0,7
4,1,1,0,156,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_473dc6577b90,completed,balanced_active_73e11dbd7e9b,completed,0.0,0.0,7
4,2,0,0,157,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_8d6140abe3f8,completed,balanced_active_1edfa5923099,completed,0.0,0.0,6
4,2,0.25,0,158,20,1.0,0.25,1,0.8217643528705741148229645929,0.1782356471294258851770354071,0.1782356471294258851770354071,0,0.1782356471294258851770354071,balanced_passive_aab8bfb05f4d,completed,balanced_active_e7d89ef530fa,completed,0.0,0.0,7
4,2,0.5,0,159,20,1.0,0.25,1,0.8471129483931190825443392452,0.1528870516068809174556607548,0.1528870516068809174556607548,0,0.1528870516068809174556607548,balanced_passive_de94e9ab4035,completed,balanced_active_7a857f128eca,completed,0.0,0.0,7
4,2,0.75,0,160,20,1.0,0.25,1,0.9364581944259234564608614482,0.0635418055740765435391385518,0.0635418055740765435391385518,0,0.06354180557407654353913855181,balanced_passive_6407134e667b,completed,balanced_active_fb6d3a533163,completed,0.0,0.0,7
4,2,1,0,161,20,1.0,0.25,1,0.8841101553644062145762485830,0.1158898446355937854237514170,0.1158898446355937854237514170,0,0.1158898446355937854237514170,balanced_passive_b22a56178a7c,completed,balanced_active_fa96833725b7,completed,0.0,0.0,7
4,5,0,0,162,20,1.0,0.25,1,0.9171889585278037071609547940,0.0828110414721962928390452060,0.0828110414721962928390452060,0,0.08281104147219629283904520603,balanced_passive_ea0685b83a59,completed,balanced_active_31b25729a878,completed,0.0,0.0,6
4,5,0.25,0,163,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_ba9548e46c77,completed,balanced_active_53e51cfd0b0c,completed,0.0,0.0,7
4,5,0.5,0,164,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_edc76ae9bfdd,completed,balanced_active_2fa219b0acbe,completed,0.0,0.0,7
4,5,0.75,0,165,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_4325c6215268,completed,balanced_active_f59703117849,completed,0.0,0.0,7
4,5,1,0,166,20,1.0,0.25,1,1,0,0,0,0,balanced_passive_2ddd6d118164,completed,balanced_active_552e9f460589,completed,0.0,0.0,7
