P_prefix,amount,day,payee,payer,step
3215,40,1,H87,H86,86
3374,199,1,H88,H87,87
3374,164,1,H89,H88,88
3395,185,1,H90,H89,89
3395,76,1,H91,H90,90
3398,79,1,H92,H91,91
3398,39,1,H93,H92,92
3562,203,1,H94,H93,93
3562,79,1,H95,H94,94
3630,147,1,H96,H95,95
3642,159,1,H97,H96,96
3642,135,1,H98,H97,97
3642,78,1,H99,H98,98
3662,98,1,H100,H99,99
3633,144,1,H1,H100,100
3633,25,1,big_short,H1,101
3658,25,1,big_mid,H2,102
3658,25,1,big_long,H3,103
3683,25,1,big_short,H4,104
3708,25,1,big_mid,H5,105
3708,25,1,big_long,H6,106
3733,25,1,big_short,H7,107
3733,25,1,big_mid,H8,108
3733,25,1,big_long,H9,109
3758,25,1,big_short,H10,110
3783,25,1,big_mid,H11,111
3783,25,1,big_long,H12,112
3808,25,1,big_short,H13,113
3833,25,1,big_mid,H14,114
3833,25,1,big_long,H15,115
3833,25,1,big_short,H16,116
3858,25,1,big_mid,H17,117
3879,25,1,big_long,H18,118
3904,25,1,big_short,H19,119
3929,25,1,big_mid,H20,120
3929,25,1,big_long,H21,121
3954,25,1,big_short,H22,122
3964,25,1,big_mid,H23,123
3989,25,1,big_long,H24,124
3989,25,1,big_short,H25,125
4014,25,1,big_mid,H26,126
4014,25,1,big_long,H27,127
4039,25,1,big_short,H28,128
4039,25,1,big_mid,H29,129
4064,25,1,big_long,H30,130
4064,25,1,big_short,H31,131
4076,25,1,big_mid,H32,132
4101,25,1,big_long,H33,133
4125,25,1,big_short,H34,134
4150,25,1,big_mid,H35,135
4150,25,1,big_long,H36,136
4175,25,1,big_short,H37,137
4175,25,1,big_mid,H38,138
4190,25,1,big_long,H39,139
4215,25,1,big_short,H40,140
4240,25,1,big_mid,H41,141
4265,25,1,big_long,H42,142
4265,25,1,big_short,H43,143
4290,25,1,big_mid,H44,144
4290,25,1,big_long,H45,145
4315,25,1,big_short,H46,146
4328,25,1,big_mid,H47,147
4353,25,1,big_long,H48,148
4353,25,1,big_short,H49,149
4378,25,1,big_mid,H50,150
4378,25,1,big_long,H51,151
4378,25,1,big_short,H52,152
4403,25,1,big_mid,H53,153
4428,25,1,big_long,H54,154
4428,25,1,big_short,H55,155
4448,25,1,big_mid,H56,156
4473,25,1,big_long,H57,157
4473,25,1,big_short,H58,158
4498,25,1,big_mid,H59,159
4498,25,1,big_long,H60,160
4523,25,1,big_short,H61,161
4548,25,1,big_mid,H62,162
4553,25,1,big_long,H63,163
4578,25,1,big_short,H64,164
4578,25,1,big_mid,H65,165
4603,25,1,big_long,H66,166
4603,25,1,big_short,H67,167
4603,25,1,big_mid,H68,168
4628,25,1,big_long,H69,169
4653,25,1,big_short,H70,170
4653,25,1,big_mid,H71,171
4678,25,1,big_long,H72,172
4703,25,1,big_short,H73,173
4717,25,1,big_mid,H74,174
4717,25,1,big_long,H75,175
4725,25,1,big_short,H76,176
4725,25,1,big_mid,H77,177
4750,25,1,big_long,H78,178
4750,25,1,big_short,H79,179
4759,25,1,big_mid,H80,180
4784,25,1,big_long,H81,181
4784,25,1,big_short,H82,182
4784,25,1,big_mid,H83,183
4809,25,1,big_long,H84,184
4809,25,1,big_short,H85,185
4809,25,1,big_mid,H86,186
4834,25,1,big_long,H87,187
4834,25,1,big_short,H88,188
4859,25,1,big_mid,H89,189
4859,25,1,big_long,H90,190
4884,25,1,big_short,H91,191
4884,25,1,big_mid,H92,192
4909,25,1,big_long,H93,193
4909,25,1,big_short,H94,194
4934,25,1,big_mid,H95,195
4959,25,1,big_long,H96,196
4960,25,1,big_short,H97,197
4960,25,1,big_mid,H98,198
4985,25,1,big_long,H99,199
5010,25,1,big_short,H100,200
